Report Date,Week Ending Date,Health Region,Vaccination Status,Infections,Hospitalizations,Deaths,Population Denominator
05/06/2022,01/08/2022,Eastern Region,Unvaccinated,26574,251,82,1933248
05/06/2022,04/30/2022,Central Region,Unvaccinated,1037,1,0,1615321
05/06/2022,05/01/2021,Eastern Region,Fully Vaccinated,33,2,1,3122557
05/06/2022,03/12/2022,Northern Region,Unvaccinated,566,1,1,1665076
05/06/2022,08/21/2021,Eastern Region,Fully Vaccinated,1023,26,20,4902517
05/06/2022,06/19/2021,Central Region,Partially Vaccinated,16,2,0,528395
05/06/2022,01/15/2022,Eastern Region,Unvaccinated,22316,188,73,1881607
05/06/2022,02/19/2022,Northwest Region,Unvaccinated,1395,21,16,1693079
05/06/2022,02/19/2022,Northern Region,Partially Vaccinated,194,3,0,707018
05/06/2022,02/27/2021,Central Region,Unvaccinated,1979,66,18,7220821
05/06/2022,02/20/2021,Central Region,Fully Vaccinated,8,0,0,556769
05/06/2022,04/17/2021,Northern Region,Fully Vaccinated,74,1,0,2453156
05/06/2022,07/03/2021,Central Region,Fully Vaccinated,51,1,0,4587154
05/06/2022,05/08/2021,Northern Region,Fully Vaccinated,62,2,1,3398539
05/06/2022,08/28/2021,Northern Region,Fully Vaccinated,1001,13,5,4963191
05/06/2022,03/26/2022,Northwest Region,Partially Vaccinated,34,1,0,696203
05/06/2022,07/24/2021,Eastern Region,Fully Vaccinated,271,9,2,4724544
05/06/2022,04/09/2022,Central Region,Unvaccinated,316,1,1,1636992
05/06/2022,03/12/2022,Southwest Region,Fully Vaccinated,317,13,3,6226674
05/06/2022,03/26/2022,Southwest Region,Fully Vaccinated,155,7,1,6241778
05/06/2022,06/26/2021,Central Region,Partially Vaccinated,21,1,0,480289
05/06/2022,05/15/2021,Southwest Region,Partially Vaccinated,42,5,0,814676
05/06/2022,02/05/2022,Central Region,Partially Vaccinated,529,4,6,697447
05/06/2022,07/24/2021,Northern Region,Fully Vaccinated,415,7,2,4724544
05/06/2022,07/31/2021,Central Region,Partially Vaccinated,116,1,4,513748
05/06/2022,02/26/2022,Central Region,Fully Vaccinated,382,11,9,6205865
05/06/2022,09/11/2021,Northwest Region,Fully Vaccinated,838,30,17,5078138
05/06/2022,09/04/2021,Northwest Region,Unvaccinated,3929,103,49,2974250
05/06/2022,03/05/2022,Central Region,Unvaccinated,457,7,8,1672448
05/06/2022,01/08/2022,Northern Region,Unvaccinated,30833,199,31,1933248
05/06/2022,03/27/2021,Southwest Region,Fully Vaccinated,30,3,1,1515032
05/06/2022,07/10/2021,Eastern Region,Partially Vaccinated,17,0,0,481719
05/06/2022,11/27/2021,Northwest Region,Unvaccinated,1512,60,23,2269810
05/06/2022,10/09/2021,Northwest Region,Fully Vaccinated,771,27,12,5280259
05/06/2022,10/30/2021,Northwest Region,Partially Vaccinated,116,4,1,562082
05/06/2022,10/02/2021,Northwest Region,Unvaccinated,2909,74,48,2776567
05/06/2022,10/30/2021,Northern Region,Partially Vaccinated,117,3,0,562082
05/06/2022,04/02/2022,Northern Region,Partially Vaccinated,206,3,0,693950
05/06/2022,06/05/2021,Southwest Region,Partially Vaccinated,13,1,0,686954
05/06/2022,10/30/2021,Southwest Region,Fully Vaccinated,550,19,9,5426004
05/06/2022,09/25/2021,Central Region,Fully Vaccinated,470,6,4,5190269
05/06/2022,12/11/2021,Central Region,Unvaccinated,2345,66,28,2143505
05/06/2022,02/12/2022,Northwest Region,Partially Vaccinated,325,10,2,690737
05/06/2022,01/23/2021,Southwest Region,Partially Vaccinated,347,14,21,452681
05/06/2022,03/13/2021,Southwest Region,Unvaccinated,1304,53,54,6673803
05/06/2022,07/17/2021,Eastern Region,Unvaccinated,705,38,6,3429334
05/06/2022,03/06/2021,Eastern Region,Unvaccinated,2265,102,60,6955030
05/06/2022,01/01/2022,Northwest Region,Unvaccinated,11487,150,91,1982717
05/06/2022,12/25/2021,Northwest Region,Fully Vaccinated,2296,39,12,5885316
05/06/2022,11/20/2021,Eastern Region,Fully Vaccinated,444,12,7,5568504
05/06/2022,04/10/2021,Southwest Region,Partially Vaccinated,95,13,2,1310627
05/06/2022,11/06/2021,Central Region,Partially Vaccinated,80,5,3,575503
05/06/2022,11/13/2021,Northwest Region,Fully Vaccinated,652,20,5,5526398
05/06/2022,05/08/2021,Northwest Region,Fully Vaccinated,42,4,1,3398539
05/06/2022,08/28/2021,Northwest Region,Fully Vaccinated,715,29,17,4963191
05/06/2022,01/22/2022,Southwest Region,Fully Vaccinated,2380,45,44,5776478
05/06/2022,01/29/2022,Southwest Region,Unvaccinated,10928,75,61,1819324
05/06/2022,08/07/2021,Southwest Region,Fully Vaccinated,456,18,6,4803700
05/06/2022,09/18/2021,Central Region,Unvaccinated,3544,73,37,2867398
05/06/2022,03/13/2021,Northern Region,Fully Vaccinated,15,1,0,1129114
05/06/2022,08/28/2021,Northwest Region,Partially Vaccinated,259,5,1,590963
05/06/2022,03/06/2021,Central Region,Partially Vaccinated,93,8,2,677240
05/06/2022,10/30/2021,Southwest Region,Unvaccinated,1673,67,44,2602477
05/06/2022,12/11/2021,Eastern Region,Partially Vaccinated,172,6,3,651314
05/06/2022,04/10/2021,Eastern Region,Unvaccinated,1962,66,24,5167863
05/06/2022,05/01/2021,Northern Region,Unvaccinated,1052,24,7,4398587
05/06/2022,08/21/2021,Northern Region,Unvaccinated,1711,41,14,3101884
05/06/2022,10/02/2021,Central Region,Partially Vaccinated,177,4,2,575811
05/06/2022,04/16/2022,Northwest Region,Fully Vaccinated,379,5,1,6271545
05/06/2022,06/26/2021,Central Region,Unvaccinated,193,12,5,3783078
05/06/2022,03/12/2022,Eastern Region,Fully Vaccinated,159,4,3,6226674
05/06/2022,04/23/2022,Northwest Region,Unvaccinated,501,7,0,1621627
05/06/2022,01/15/2022,Northern Region,Fully Vaccinated,5781,85,37,6004823
05/06/2022,12/18/2021,Central Region,Partially Vaccinated,275,3,2,654736
05/06/2022,03/05/2022,Central Region,Fully Vaccinated,277,6,2,6217663
05/06/2022,01/08/2022,Northern Region,Fully Vaccinated,4966,137,50,5965284
05/06/2022,04/16/2022,Central Region,Fully Vaccinated,385,4,0,6271545
05/06/2022,04/23/2022,Central Region,Unvaccinated,727,3,2,1621627
05/06/2022,06/26/2021,Northwest Region,Unvaccinated,170,11,5,3783078
05/06/2022,08/14/2021,Northern Region,Fully Vaccinated,867,15,4,4849510
05/06/2022,06/19/2021,Central Region,Fully Vaccinated,20,0,0,4452627
05/06/2022,04/24/2021,Northern Region,Fully Vaccinated,57,3,2,2782953
05/06/2022,03/19/2022,Eastern Region,Unvaccinated,170,5,5,1658346
05/06/2022,06/12/2021,Central Region,Unvaccinated,170,9,3,3665612
05/06/2022,04/30/2022,Central Region,Partially Vaccinated,113,2,0,688019
05/06/2022,02/05/2022,Northern Region,Fully Vaccinated,2064,26,12,6095326
05/06/2022,01/23/2021,Northern Region,Partially Vaccinated,161,7,6,452681
05/06/2022,12/18/2021,Northern Region,Fully Vaccinated,3624,36,7,5849569
05/06/2022,04/03/2021,Northern Region,Unvaccinated,2519,59,7,5525408
05/06/2022,02/13/2021,Southwest Region,Unvaccinated,2135,85,37,7504501
05/06/2022,09/04/2021,Southwest Region,Partially Vaccinated,442,9,4,591853
05/06/2022,07/10/2021,Southwest Region,Partially Vaccinated,14,1,0,481719
05/06/2022,03/12/2022,Southwest Region,Unvaccinated,548,27,13,1665076
05/06/2022,02/05/2022,Eastern Region,Fully Vaccinated,1364,30,23,6095326
05/06/2022,12/18/2021,Southwest Region,Unvaccinated,2662,79,42,2086258
05/06/2022,04/03/2021,Southwest Region,Fully Vaccinated,21,2,0,1798334
05/06/2022,07/10/2021,Northern Region,Unvaccinated,314,17,2,3472908
05/06/2022,01/01/2022,Northern Region,Partially Vaccinated,3189,35,6,681728
05/06/2022,08/21/2021,Eastern Region,Partially Vaccinated,348,8,4,586162
05/06/2022,11/06/2021,Central Region,Unvaccinated,1032,37,13,2533769
05/06/2022,12/25/2021,Northern Region,Fully Vaccinated,7717,162,23,5885316
05/06/2022,01/01/2022,Northern Region,Unvaccinated,29812,348,54,1982717
05/06/2022,09/25/2021,Northwest Region,Fully Vaccinated,846,29,15,5190269
05/06/2022,07/03/2021,Central Region,Partially Vaccinated,11,1,0,490866
05/06/2022,12/11/2021,Northwest Region,Unvaccinated,2425,66,34,2143505
05/06/2022,10/30/2021,Eastern Region,Fully Vaccinated,391,9,4,5426004
05/06/2022,02/19/2022,Northwest Region,Fully Vaccinated,1016,29,4,6190466
05/06/2022,05/01/2021,Eastern Region,Unvaccinated,1343,52,13,4398587
05/06/2022,01/15/2022,Eastern Region,Fully Vaccinated,4980,130,52,6004823
05/06/2022,08/21/2021,Eastern Region,Unvaccinated,4039,127,52,3101884
05/06/2022,03/12/2022,Northern Region,Fully Vaccinated,464,3,1,6226674
05/06/2022,02/06/2021,Eastern Region,Fully Vaccinated,0,0,0,249379
05/06/2022,08/07/2021,Central Region,Partially Vaccinated,119,3,0,548379
05/06/2022,12/04/2021,Northwest Region,Fully Vaccinated,1034,27,11,5709710
05/06/2022,10/23/2021,Eastern Region,Unvaccinated,1261,29,17,2651187
05/06/2022,02/27/2021,Southwest Region,Unvaccinated,1432,66,16,7220821
05/06/2022,02/20/2021,Southwest Region,Fully Vaccinated,11,2,0,556769
05/06/2022,07/03/2021,Southwest Region,Fully Vaccinated,43,0,0,4587154
05/06/2022,07/24/2021,Southwest Region,Fully Vaccinated,187,8,0,4724544
05/06/2022,09/25/2021,Northwest Region,Partially Vaccinated,226,4,7,577094
05/06/2022,10/02/2021,Southwest Region,Unvaccinated,3526,114,65,2776567
05/06/2022,02/13/2021,Northern Region,Partially Vaccinated,112,10,3,693793
05/06/2022,11/27/2021,Southwest Region,Unvaccinated,1993,88,48,2269810
05/06/2022,10/09/2021,Southwest Region,Fully Vaccinated,836,21,11,5280259
05/06/2022,02/05/2022,Eastern Region,Partially Vaccinated,529,11,5,697447
05/06/2022,03/13/2021,Eastern Region,Fully Vaccinated,15,0,0,1129114
05/06/2022,04/24/2021,Eastern Region,Partially Vaccinated,141,9,3,1193522
05/06/2022,10/23/2021,Northwest Region,Partially Vaccinated,123,4,1,572085
05/06/2022,07/03/2021,Eastern Region,Partially Vaccinated,14,2,0,490866
05/06/2022,02/26/2022,Northwest Region,Fully Vaccinated,567,17,3,6205865
05/06/2022,04/02/2022,Northern Region,Fully Vaccinated,822,2,0,6251371
05/06/2022,07/31/2021,Eastern Region,Unvaccinated,1870,75,19,3313152
05/06/2022,01/23/2021,Eastern Region,Unvaccinated,6814,271,116,8046508
05/06/2022,10/23/2021,Northern Region,Partially Vaccinated,110,1,0,572085
05/06/2022,01/30/2021,Eastern Region,Fully Vaccinated,0,0,0,155159
05/06/2022,03/20/2021,Eastern Region,Unvaccinated,2357,109,28,6376030
05/06/2022,03/27/2021,Northern Region,Fully Vaccinated,45,1,1,1515032
05/06/2022,05/15/2021,Central Region,Fully Vaccinated,33,1,0,3652187
05/06/2022,05/22/2021,Central Region,Unvaccinated,391,16,6,3931100
05/06/2022,07/17/2021,Northern Region,Unvaccinated,445,16,1,3429334
05/06/2022,05/15/2021,Northwest Region,Fully Vaccinated,40,2,0,3652187
05/06/2022,11/27/2021,Central Region,Partially Vaccinated,103,2,4,717378
05/06/2022,04/03/2021,Southwest Region,Partially Vaccinated,96,11,3,1266821
05/06/2022,05/22/2021,Northwest Region,Unvaccinated,469,29,7,3931100
05/06/2022,04/02/2022,Southwest Region,Unvaccinated,116,5,3,1645242
05/06/2022,01/29/2022,Central Region,Partially Vaccinated,735,12,7,705535
05/06/2022,07/17/2021,Eastern Region,Partially Vaccinated,41,5,2,477687
05/06/2022,01/22/2022,Central Region,Partially Vaccinated,1056,10,12,675152
05/06/2022,05/29/2021,Southwest Region,Partially Vaccinated,34,4,0,736163
05/06/2022,11/13/2021,Central Region,Fully Vaccinated,420,12,5,5526398
05/06/2022,05/22/2021,Northern Region,Partially Vaccinated,60,2,0,766619
05/06/2022,09/04/2021,Eastern Region,Partially Vaccinated,363,12,4,591853
05/06/2022,01/15/2022,Northern Region,Partially Vaccinated,2058,18,5,704133
05/06/2022,12/04/2021,Southwest Region,Partially Vaccinated,181,11,5,674978
05/06/2022,03/13/2021,Central Region,Partially Vaccinated,119,12,3,787646
05/06/2022,03/26/2022,Eastern Region,Unvaccinated,127,3,5,1652582
05/06/2022,04/30/2022,Northwest Region,Unvaccinated,837,4,1,1615321
05/06/2022,08/07/2021,Northern Region,Fully Vaccinated,760,15,2,4803700
05/06/2022,01/22/2022,Northern Region,Fully Vaccinated,2462,58,17,5776478
05/06/2022,08/28/2021,Northern Region,Partially Vaccinated,203,3,0,590963
05/06/2022,01/29/2022,Northern Region,Unvaccinated,6827,39,14,1819324
05/06/2022,06/05/2021,Northwest Region,Unvaccinated,247,19,6,3732615
05/06/2022,02/12/2022,Central Region,Fully Vaccinated,931,22,13,6118401
05/06/2022,05/29/2021,Central Region,Unvaccinated,298,16,4,3808889
05/06/2022,06/05/2021,Central Region,Unvaccinated,197,9,3,3732615
05/06/2022,06/19/2021,Northwest Region,Partially Vaccinated,6,1,0,528395
05/06/2022,02/27/2021,Eastern Region,Partially Vaccinated,92,8,6,584735
05/06/2022,04/02/2022,Eastern Region,Fully Vaccinated,224,2,1,6251371
05/06/2022,07/31/2021,Northern Region,Unvaccinated,1044,35,5,3313152
05/06/2022,11/13/2021,Southwest Region,Fully Vaccinated,614,18,16,5526398
05/06/2022,03/20/2021,Southwest Region,Partially Vaccinated,122,7,3,946532
05/06/2022,11/06/2021,Northwest Region,Unvaccinated,1382,35,15,2533769
05/06/2022,12/11/2021,Central Region,Partially Vaccinated,167,2,1,651314
05/06/2022,03/26/2022,Central Region,Partially Vaccinated,33,1,1,696203
05/06/2022,03/20/2021,Southwest Region,Fully Vaccinated,15,2,1,1268001
05/06/2022,01/23/2021,Southwest Region,Fully Vaccinated,1,0,0,91374
05/06/2022,01/30/2021,Southwest Region,Unvaccinated,3347,134,63,7793848
05/06/2022,09/18/2021,Southwest Region,Unvaccinated,4560,140,77,2867398
05/06/2022,08/14/2021,Central Region,Partially Vaccinated,172,9,0,573415
05/06/2022,02/06/2021,Northern Region,Fully Vaccinated,1,0,0,249379
05/06/2022,10/23/2021,Northern Region,Unvaccinated,1067,16,4,2651187
05/06/2022,01/30/2021,Northern Region,Partially Vaccinated,131,7,3,641556
05/06/2022,08/14/2021,Southwest Region,Fully Vaccinated,580,18,7,4849510
05/06/2022,04/24/2021,Southwest Region,Fully Vaccinated,50,9,3,2782953
05/06/2022,10/16/2021,Eastern Region,Partially Vaccinated,137,6,0,573320
05/06/2022,06/05/2021,Northern Region,Partially Vaccinated,34,1,1,686954
05/06/2022,06/26/2021,Northwest Region,Partially Vaccinated,10,2,0,480289
05/06/2022,04/02/2022,Southwest Region,Partially Vaccinated,39,3,0,693950
05/06/2022,04/17/2021,Eastern Region,Fully Vaccinated,44,4,4,2453156
05/06/2022,02/26/2022,Northern Region,Partially Vaccinated,126,1,0,702751
05/06/2022,07/03/2021,Southwest Region,Partially Vaccinated,18,3,0,490866
05/06/2022,10/16/2021,Eastern Region,Fully Vaccinated,602,12,6,5324832
05/06/2022,04/09/2022,Northwest Region,Partially Vaccinated,68,1,1,691602
05/06/2022,03/27/2021,Northwest Region,Fully Vaccinated,25,0,0,1515032
05/06/2022,07/10/2021,Eastern Region,Unvaccinated,494,26,6,3472908
05/06/2022,02/06/2021,Southwest Region,Unvaccinated,2670,112,49,7624723
05/06/2022,10/23/2021,Southwest Region,Fully Vaccinated,617,18,17,5367291
05/06/2022,02/13/2021,Northern Region,Unvaccinated,3369,66,19,7504501
05/06/2022,01/30/2021,Southwest Region,Fully Vaccinated,2,0,0,155159
05/06/2022,01/23/2021,Southwest Region,Unvaccinated,4291,146,54,8046508
05/06/2022,03/20/2021,Southwest Region,Unvaccinated,1206,64,28,6376030
05/06/2022,07/10/2021,Central Region,Partially Vaccinated,25,0,0,481719
05/06/2022,02/27/2021,Northwest Region,Unvaccinated,1512,28,5,7220821
05/06/2022,02/20/2021,Northwest Region,Fully Vaccinated,8,0,0,556769
05/06/2022,12/18/2021,Eastern Region,Fully Vaccinated,1089,26,7,5849569
05/06/2022,04/03/2021,Eastern Region,Unvaccinated,2005,74,16,5525408
05/06/2022,12/25/2021,Southwest Region,Fully Vaccinated,1189,27,13,5885316
05/06/2022,01/01/2022,Southwest Region,Unvaccinated,7506,120,105,1982717
05/06/2022,01/08/2022,Eastern Region,Partially Vaccinated,2831,52,24,692031
05/06/2022,05/29/2021,Central Region,Fully Vaccinated,23,2,2,4045511
05/06/2022,02/12/2022,Central Region,Unvaccinated,2373,30,31,1781425
05/06/2022,12/04/2021,Central Region,Fully Vaccinated,588,16,7,5709710
05/06/2022,02/13/2021,Eastern Region,Fully Vaccinated,8,0,0,392269
05/06/2022,02/12/2022,Central Region,Partially Vaccinated,296,6,4,690737
05/06/2022,02/19/2022,Central Region,Fully Vaccinated,635,13,6,6190466
05/06/2022,05/01/2021,Eastern Region,Partially Vaccinated,96,6,1,1069419
05/06/2022,07/03/2021,Northern Region,Fully Vaccinated,68,1,1,4587154
05/06/2022,05/08/2021,Central Region,Fully Vaccinated,22,1,0,3398539
05/06/2022,02/13/2021,Northwest Region,Partially Vaccinated,118,11,4,693793
05/06/2022,08/28/2021,Central Region,Fully Vaccinated,626,18,10,4963191
05/06/2022,04/23/2022,Northern Region,Partially Vaccinated,369,0,0,689263
05/06/2022,06/05/2021,Eastern Region,Partially Vaccinated,15,0,0,686954
05/06/2022,04/09/2022,Northwest Region,Fully Vaccinated,294,4,2,6261969
05/06/2022,10/16/2021,Northern Region,Partially Vaccinated,107,3,2,573320
05/06/2022,02/19/2022,Southwest Region,Partially Vaccinated,366,8,4,707018
05/06/2022,03/19/2022,Southwest Region,Fully Vaccinated,202,12,2,6235132
05/06/2022,01/08/2022,Central Region,Partially Vaccinated,1627,8,6,692031
05/06/2022,12/04/2021,Southwest Region,Fully Vaccinated,941,35,17,5709710
05/06/2022,06/12/2021,Southwest Region,Partially Vaccinated,11,1,0,592134
05/06/2022,04/02/2022,Southwest Region,Fully Vaccinated,155,10,0,6251371
05/06/2022,03/20/2021,Eastern Region,Partially Vaccinated,131,14,4,946532
05/06/2022,03/06/2021,Northwest Region,Partially Vaccinated,48,2,2,677240
05/06/2022,07/03/2021,Eastern Region,Fully Vaccinated,51,2,0,4587154
05/06/2022,04/10/2021,Southwest Region,Fully Vaccinated,26,7,1,2112073
05/06/2022,07/24/2021,Central Region,Fully Vaccinated,209,8,3,4724544
05/06/2022,04/09/2022,Eastern Region,Unvaccinated,246,4,1,1636992
05/06/2022,10/02/2021,Central Region,Unvaccinated,2426,76,30,2776567
05/06/2022,11/27/2021,Central Region,Unvaccinated,1319,42,17,2269810
05/06/2022,10/09/2021,Central Region,Fully Vaccinated,487,15,6,5280259
05/06/2022,02/27/2021,Northern Region,Partially Vaccinated,95,2,1,584735
05/06/2022,07/31/2021,Eastern Region,Fully Vaccinated,455,13,11,4763663
05/06/2022,02/26/2022,Northwest Region,Unvaccinated,780,13,12,1681947
05/06/2022,10/02/2021,Northwest Region,Partially Vaccinated,255,14,1,575811
05/06/2022,04/02/2022,Northern Region,Unvaccinated,665,2,1,1645242
05/06/2022,06/12/2021,Northwest Region,Unvaccinated,196,9,3,3665612
05/06/2022,12/18/2021,Northwest Region,Partially Vaccinated,307,8,6,654736
05/06/2022,06/19/2021,Northwest Region,Fully Vaccinated,19,1,0,4452627
05/06/2022,03/19/2022,Southwest Region,Unvaccinated,283,16,14,1658346
05/06/2022,02/13/2021,Northwest Region,Unvaccinated,2495,72,21,7504501
05/06/2022,03/20/2021,Central Region,Partially Vaccinated,140,11,5,946532
05/06/2022,12/11/2021,Southwest Region,Partially Vaccinated,198,7,1,651314
05/06/2022,04/30/2022,Eastern Region,Partially Vaccinated,129,2,0,688019
05/06/2022,05/22/2021,Northwest Region,Partially Vaccinated,24,2,0,766619
05/06/2022,03/27/2021,Northwest Region,Partially Vaccinated,96,7,2,1161416
05/06/2022,04/10/2021,Southwest Region,Unvaccinated,1272,85,32,5167863
05/06/2022,03/19/2022,Central Region,Partially Vaccinated,40,2,1,697085
05/06/2022,02/13/2021,Eastern Region,Unvaccinated,4058,152,51,7504501
05/06/2022,03/13/2021,Southwest Region,Partially Vaccinated,106,10,2,787646
05/06/2022,12/04/2021,Central Region,Partially Vaccinated,138,3,4,674978
05/06/2022,12/11/2021,Northwest Region,Fully Vaccinated,1088,33,18,5795744
05/06/2022,09/25/2021,Northwest Region,Unvaccinated,3209,64,35,2823200
05/06/2022,10/30/2021,Eastern Region,Unvaccinated,1041,36,11,2602477
05/06/2022,09/18/2021,Northwest Region,Unvaccinated,3888,105,50,2867398
05/06/2022,11/13/2021,Northern Region,Fully Vaccinated,865,15,5,5526398
05/06/2022,04/09/2022,Northwest Region,Unvaccinated,264,3,1,1636992
05/06/2022,03/12/2022,Southwest Region,Partially Vaccinated,89,4,2,698813
05/06/2022,03/27/2021,Eastern Region,Unvaccinated,2392,80,16,5914115
05/06/2022,10/16/2021,Northwest Region,Unvaccinated,1830,53,34,2692411
05/06/2022,05/29/2021,Northern Region,Partially Vaccinated,40,3,1,736163
05/06/2022,03/05/2022,Northern Region,Partially Vaccinated,104,2,1,700452
05/06/2022,10/23/2021,Southwest Region,Unvaccinated,1847,79,40,2651187
05/06/2022,02/06/2021,Southwest Region,Fully Vaccinated,4,0,0,249379
05/06/2022,11/20/2021,Central Region,Fully Vaccinated,447,13,4,5568504
05/06/2022,03/06/2021,Central Region,Unvaccinated,1835,69,41,6955030
05/06/2022,02/20/2021,Northwest Region,Partially Vaccinated,84,6,1,638278
05/06/2022,06/12/2021,Eastern Region,Partially Vaccinated,10,0,1,592134
05/06/2022,10/09/2021,Northern Region,Partially Vaccinated,137,3,1,575428
05/06/2022,02/06/2021,Northern Region,Unvaccinated,3953,75,25,7624723
05/06/2022,10/23/2021,Northern Region,Fully Vaccinated,645,11,2,5367291
05/06/2022,01/29/2022,Eastern Region,Unvaccinated,7772,87,48,1819324
05/06/2022,03/05/2022,Northwest Region,Unvaccinated,457,11,2,1672448
05/06/2022,05/08/2021,Northwest Region,Partially Vaccinated,87,4,1,931954
05/06/2022,08/07/2021,Eastern Region,Fully Vaccinated,638,17,4,4803700
05/06/2022,01/22/2022,Eastern Region,Fully Vaccinated,3230,80,53,5776478
05/06/2022,04/16/2022,Eastern Region,Partially Vaccinated,96,2,0,690571
05/06/2022,03/26/2022,Northern Region,Unvaccinated,632,2,0,1652582
05/06/2022,03/12/2022,Eastern Region,Unvaccinated,298,3,3,1665076
05/06/2022,04/23/2022,Northwest Region,Fully Vaccinated,430,6,2,6279673
05/06/2022,01/15/2022,Northern Region,Unvaccinated,20063,127,37,1881607
05/06/2022,05/01/2021,Northern Region,Fully Vaccinated,88,2,0,3122557
05/06/2022,04/16/2022,Northwest Region,Unvaccinated,363,6,3,1628447
05/06/2022,08/21/2021,Northern Region,Fully Vaccinated,1035,24,3,4902517
05/06/2022,06/26/2021,Central Region,Fully Vaccinated,29,0,2,4327196
05/06/2022,08/14/2021,Central Region,Fully Vaccinated,548,13,11,4849510
05/06/2022,06/12/2021,Northern Region,Unvaccinated,226,11,2,3665612
05/06/2022,06/19/2021,Northern Region,Fully Vaccinated,55,1,0,4452627
05/06/2022,04/24/2021,Central Region,Fully Vaccinated,35,2,2,2782953
05/06/2022,09/11/2021,Northwest Region,Partially Vaccinated,301,10,4,591401
05/06/2022,03/06/2021,Southwest Region,Unvaccinated,1411,58,56,6955030
05/06/2022,01/01/2022,Northwest Region,Partially Vaccinated,1114,14,5,681728
05/06/2022,11/20/2021,Southwest Region,Fully Vaccinated,638,16,11,5568504
05/06/2022,01/01/2022,Eastern Region,Partially Vaccinated,2211,59,10,681728
05/06/2022,07/10/2021,Eastern Region,Fully Vaccinated,76,1,2,4635936
05/06/2022,04/24/2021,Southwest Region,Partially Vaccinated,102,13,4,1193522
05/06/2022,04/16/2022,Northwest Region,Partially Vaccinated,71,1,0,690571
05/06/2022,09/18/2021,Northern Region,Partially Vaccinated,207,5,3,586474
05/06/2022,05/08/2021,Eastern Region,Partially Vaccinated,55,4,0,931954
05/06/2022,01/29/2022,Northern Region,Fully Vaccinated,1805,41,26,6065704
05/06/2022,08/07/2021,Northern Region,Unvaccinated,1361,58,10,3238484
05/06/2022,04/30/2022,Northwest Region,Fully Vaccinated,498,5,0,6287223
05/06/2022,01/22/2022,Northern Region,Unvaccinated,12574,68,25,2138933
05/06/2022,04/16/2022,Northern Region,Partially Vaccinated,370,1,0,690571
05/06/2022,03/26/2022,Eastern Region,Fully Vaccinated,148,2,1,6241778
05/06/2022,09/18/2021,Northwest Region,Partially Vaccinated,306,9,3,586474
05/06/2022,04/23/2022,Northwest Region,Partially Vaccinated,79,0,0,689263
05/06/2022,07/10/2021,Northwest Region,Unvaccinated,274,14,3,3472908
05/06/2022,10/16/2021,Northwest Region,Fully Vaccinated,669,21,8,5324832
05/06/2022,03/27/2021,Eastern Region,Fully Vaccinated,30,4,0,1515032
05/06/2022,05/01/2021,Central Region,Partially Vaccinated,67,1,0,1069419
05/06/2022,04/17/2021,Northwest Region,Fully Vaccinated,32,2,1,2453156
05/06/2022,03/13/2021,Eastern Region,Partially Vaccinated,118,17,10,787646
05/06/2022,11/06/2021,Northwest Region,Fully Vaccinated,583,14,8,5481291
05/06/2022,12/04/2021,Northern Region,Fully Vaccinated,1347,18,12,5709710
05/06/2022,03/12/2022,Eastern Region,Partially Vaccinated,41,0,0,698813
05/06/2022,01/08/2022,Southwest Region,Unvaccinated,11136,92,93,1933248
05/06/2022,07/17/2021,Southwest Region,Partially Vaccinated,19,0,0,477687
05/06/2022,05/29/2021,Eastern Region,Partially Vaccinated,26,2,0,736163
05/06/2022,11/06/2021,Eastern Region,Unvaccinated,996,24,12,2533769
05/06/2022,09/11/2021,Central Region,Unvaccinated,3473,66,41,2921024
05/06/2022,09/04/2021,Central Region,Fully Vaccinated,521,17,13,5024460
05/06/2022,10/30/2021,Northern Region,Fully Vaccinated,598,6,2,5426004
05/06/2022,07/24/2021,Central Region,Partially Vaccinated,26,0,0,489055
05/06/2022,03/13/2021,Eastern Region,Unvaccinated,2226,80,52,6673803
05/06/2022,08/14/2021,Northwest Region,Partially Vaccinated,116,4,0,573415
05/06/2022,03/05/2022,Northern Region,Unvaccinated,694,6,1,1672448
05/06/2022,04/30/2022,Eastern Region,Unvaccinated,723,8,0,1615321
05/06/2022,01/08/2022,Central Region,Unvaccinated,19412,114,63,1933248
05/06/2022,03/26/2022,Northwest Region,Unvaccinated,196,9,3,1652582
05/06/2022,03/12/2022,Central Region,Partially Vaccinated,56,2,1,698813
05/06/2022,10/09/2021,Central Region,Unvaccinated,2195,72,27,2734876
05/06/2022,11/27/2021,Central Region,Fully Vaccinated,414,8,5,5603375
05/06/2022,10/02/2021,Central Region,Fully Vaccinated,487,22,10,5238185
05/06/2022,04/16/2022,Southwest Region,Partially Vaccinated,42,3,0,690571
05/06/2022,05/15/2021,Central Region,Unvaccinated,521,17,7,4123700
05/06/2022,07/17/2021,Northern Region,Fully Vaccinated,288,3,0,4683542
05/06/2022,05/22/2021,Central Region,Fully Vaccinated,11,1,2,3892844
05/06/2022,06/19/2021,Northern Region,Partially Vaccinated,20,1,0,528395
05/06/2022,09/04/2021,Southwest Region,Fully Vaccinated,1114,36,27,5024460
05/06/2022,09/11/2021,Southwest Region,Unvaccinated,4764,142,73,2921024
05/06/2022,10/02/2021,Eastern Region,Partially Vaccinated,249,7,4,575811
05/06/2022,03/19/2022,Southwest Region,Partially Vaccinated,59,2,0,697085
