Report Date,Week Ending Date,Health Region,Vaccination Status,Infections,Hospitalizations,Deaths,Population Denominator
02/25/2022,01/15/2022,Eastern Region,Fully Vaccinated,2712,125,39,5973024
02/25/2022,01/29/2022,Northern Region,Partially Vaccinated,623,4,0,716923
02/25/2022,06/26/2021,Southwest Region,Unvaccinated,232,22,6,3796106
02/25/2022,03/13/2021,Central Region,Unvaccinated,1632,42,36,6682282
02/25/2022,03/27/2021,Northern Region,Partially Vaccinated,244,9,3,1157835
02/25/2022,01/23/2021,Northwest Region,Fully Vaccinated,0,0,0,90828
02/25/2022,02/27/2021,Central Region,Partially Vaccinated,74,11,2,581388
02/25/2022,05/08/2021,Northwest Region,Partially Vaccinated,87,4,1,930441
02/25/2022,05/15/2021,Northwest Region,Fully Vaccinated,39,2,0,3641299
02/25/2022,01/15/2022,Central Region,Partially Vaccinated,1296,8,3,715730
02/25/2022,01/15/2022,Central Region,Fully Vaccinated,1140,16,11,5973024
02/25/2022,07/03/2021,Central Region,Partially Vaccinated,12,1,0,490579
02/25/2022,02/13/2021,Northern Region,Partially Vaccinated,111,10,3,689853
02/25/2022,04/17/2021,Southwest Region,Fully Vaccinated,65,5,2,2445269
02/25/2022,10/02/2021,Eastern Region,Partially Vaccinated,249,7,4,575626
02/25/2022,12/11/2021,Southwest Region,Fully Vaccinated,785,23,17,5765133
02/25/2022,01/23/2021,Northern Region,Partially Vaccinated,152,7,6,448810
02/25/2022,06/05/2021,Northwest Region,Fully Vaccinated,28,0,0,4159224
02/25/2022,04/10/2021,Northwest Region,Unvaccinated,1485,59,14,5178265
02/25/2022,11/13/2021,Northwest Region,Fully Vaccinated,599,19,5,5497046
02/25/2022,10/09/2021,Northern Region,Fully Vaccinated,829,13,2,5257117
02/25/2022,11/20/2021,Northern Region,Fully Vaccinated,860,7,5,5538926
02/25/2022,12/18/2021,Eastern Region,Unvaccinated,2586,104,35,2105214
02/25/2022,06/26/2021,Northwest Region,Fully Vaccinated,32,1,0,4314486
02/25/2022,05/22/2021,Central Region,Unvaccinated,394,14,7,3943554
02/25/2022,12/18/2021,Southwest Region,Partially Vaccinated,202,6,4,666716
02/25/2022,01/29/2022,Southwest Region,Unvaccinated,11649,56,37,1840305
02/25/2022,08/07/2021,Northwest Region,Partially Vaccinated,117,5,0,548333
02/25/2022,01/08/2022,Northern Region,Unvaccinated,31546,230,30,1953145
02/25/2022,02/27/2021,Eastern Region,Partially Vaccinated,93,8,6,581388
02/25/2022,12/25/2021,Eastern Region,Fully Vaccinated,1938,87,10,5854190
02/25/2022,02/12/2022,Northern Region,Partially Vaccinated,316,1,0,701857
02/25/2022,03/06/2021,Eastern Region,Fully Vaccinated,9,0,0,954495
02/25/2022,03/20/2021,Northern Region,Unvaccinated,2469,53,22,6384845
02/25/2022,04/24/2021,Northern Region,Fully Vaccinated,57,3,2,2774366
02/25/2022,07/17/2021,Southwest Region,Fully Vaccinated,119,17,4,4670305
02/25/2022,06/05/2021,Eastern Region,Fully Vaccinated,23,4,2,4159224
02/25/2022,05/29/2021,Northern Region,Fully Vaccinated,30,2,1,4034017
02/25/2022,07/31/2021,Central Region,Unvaccinated,1470,33,24,3326735
02/25/2022,10/30/2021,Eastern Region,Partially Vaccinated,113,4,2,571635
02/25/2022,05/08/2021,Northwest Region,Unvaccinated,807,26,11,4271853
02/25/2022,07/03/2021,Northern Region,Partially Vaccinated,26,1,1,490579
02/25/2022,05/15/2021,Central Region,Unvaccinated,522,16,7,4135859
02/25/2022,06/12/2021,Northwest Region,Unvaccinated,197,9,3,3678414
02/25/2022,01/30/2021,Central Region,Unvaccinated,4490,97,53,7798590
02/25/2022,09/04/2021,Central Region,Unvaccinated,3673,50,40,2988376
02/25/2022,07/17/2021,Northern Region,Partially Vaccinated,57,3,1,477492
02/25/2022,03/13/2021,Northern Region,Unvaccinated,2411,52,19,6682282
02/25/2022,01/29/2022,Southwest Region,Fully Vaccinated,1253,29,7,6033335
02/25/2022,07/03/2021,Southwest Region,Fully Vaccinated,42,0,0,4574274
02/25/2022,03/13/2021,Eastern Region,Fully Vaccinated,15,0,0,1124493
02/25/2022,01/01/2022,Northwest Region,Fully Vaccinated,2017,71,27,5894741
02/25/2022,01/23/2021,Northwest Region,Unvaccinated,4082,114,43,8050925
02/25/2022,02/27/2021,Northwest Region,Fully Vaccinated,5,2,1,782037
02/25/2022,02/20/2021,Northwest Region,Partially Vaccinated,85,6,1,634597
02/25/2022,12/25/2021,Northern Region,Unvaccinated,15183,297,23,2054849
02/25/2022,01/01/2022,Northwest Region,Partially Vaccinated,1023,14,6,693466
02/25/2022,01/23/2021,Central Region,Unvaccinated,5454,100,88,8050925
02/25/2022,03/27/2021,Southwest Region,Fully Vaccinated,30,3,1,1509256
02/25/2022,02/13/2021,Eastern Region,Unvaccinated,4060,152,51,7510395
02/25/2022,11/27/2021,Central Region,Partially Vaccinated,101,1,3,729019
02/25/2022,10/09/2021,Southwest Region,Unvaccinated,2942,104,50,2758088
02/25/2022,12/18/2021,Northwest Region,Partially Vaccinated,289,7,5,666716
02/25/2022,01/29/2022,Central Region,Unvaccinated,7956,35,23,1840305
02/25/2022,11/27/2021,Southwest Region,Unvaccinated,1993,88,46,2287908
02/25/2022,11/06/2021,Southwest Region,Unvaccinated,1631,57,30,2552105
02/25/2022,06/26/2021,Southwest Region,Partially Vaccinated,7,3,0,479971
02/25/2022,02/20/2021,Eastern Region,Fully Vaccinated,11,0,0,554321
02/25/2022,05/01/2021,Southwest Region,Unvaccinated,1027,75,21,4409894
02/25/2022,12/18/2021,Northern Region,Unvaccinated,5499,57,12,2105214
02/25/2022,02/19/2022,Southwest Region,Unvaccinated,3419,34,14,1715443
02/25/2022,04/24/2021,Northern Region,Partially Vaccinated,271,12,0,1191184
02/25/2022,08/28/2021,Central Region,Unvaccinated,3616,48,47,3050354
02/25/2022,02/06/2021,Central Region,Fully Vaccinated,4,0,0,247832
02/25/2022,11/13/2021,Northern Region,Partially Vaccinated,140,1,0,656077
02/25/2022,11/06/2021,Northwest Region,Unvaccinated,1434,35,15,2552105
02/25/2022,10/09/2021,Central Region,Partially Vaccinated,148,3,1,575358
02/25/2022,06/26/2021,Eastern Region,Fully Vaccinated,26,2,1,4314486
02/25/2022,05/29/2021,Northwest Region,Partially Vaccinated,23,2,0,735030
02/25/2022,02/20/2021,Eastern Region,Unvaccinated,3330,147,42,7401645
02/25/2022,04/17/2021,Central Region,Partially Vaccinated,181,6,6,1261948
02/25/2022,08/21/2021,Southwest Region,Partially Vaccinated,189,8,1,586198
02/25/2022,02/27/2021,Northern Region,Unvaccinated,2619,38,3,7227138
02/25/2022,07/31/2021,Central Region,Partially Vaccinated,117,2,4,513635
02/25/2022,12/04/2021,Northwest Region,Partially Vaccinated,199,6,4,686964
02/25/2022,10/09/2021,Northwest Region,Unvaccinated,2364,64,31,2758088
02/25/2022,07/17/2021,Central Region,Partially Vaccinated,26,0,0,477492
02/25/2022,12/18/2021,Central Region,Unvaccinated,3250,41,32,2105214
02/25/2022,10/30/2021,Southwest Region,Unvaccinated,1682,68,44,2621138
02/25/2022,06/19/2021,Central Region,Partially Vaccinated,16,2,0,528005
02/25/2022,10/30/2021,Northern Region,Fully Vaccinated,580,6,2,5397790
02/25/2022,02/13/2021,Southwest Region,Unvaccinated,2132,85,37,7510395
02/25/2022,11/27/2021,Northwest Region,Partially Vaccinated,122,1,2,729019
02/25/2022,01/01/2022,Northwest Region,Unvaccinated,13154,131,87,2002356
02/25/2022,04/17/2021,Northern Region,Partially Vaccinated,338,8,3,1261948
02/25/2022,07/17/2021,Northern Region,Unvaccinated,449,14,1,3442766
02/25/2022,08/14/2021,Northwest Region,Fully Vaccinated,504,16,4,4835730
02/25/2022,05/01/2021,Southwest Region,Fully Vaccinated,63,8,2,3113073
02/25/2022,02/20/2021,Northern Region,Unvaccinated,2680,42,10,7401645
02/25/2022,01/15/2022,Northern Region,Partially Vaccinated,1885,11,2,715730
02/25/2022,11/13/2021,Central Region,Unvaccinated,1209,26,16,2437440
02/25/2022,12/04/2021,Central Region,Partially Vaccinated,134,4,5,686964
02/25/2022,12/18/2021,Eastern Region,Partially Vaccinated,289,10,1,666716
02/25/2022,01/29/2022,Southwest Region,Partially Vaccinated,1090,6,4,716923
02/25/2022,01/08/2022,Southwest Region,Partially Vaccinated,1007,5,3,703698
02/25/2022,04/24/2021,Eastern Region,Partially Vaccinated,141,9,3,1191184
02/25/2022,08/07/2021,Southwest Region,Unvaccinated,1743,92,33,3252147
02/25/2022,05/08/2021,Central Region,Unvaccinated,718,29,12,4271853
02/25/2022,02/13/2021,Southwest Region,Fully Vaccinated,6,0,1,390315
02/25/2022,11/20/2021,Eastern Region,Unvaccinated,1069,28,12,2344614
02/25/2022,07/10/2021,Eastern Region,Fully Vaccinated,75,1,2,4622868
02/25/2022,10/02/2021,Northern Region,Partially Vaccinated,161,4,2,575626
02/25/2022,05/29/2021,Northern Region,Partially Vaccinated,40,3,1,735030
02/25/2022,06/05/2021,Northern Region,Unvaccinated,268,10,3,3745334
02/25/2022,07/03/2021,Central Region,Fully Vaccinated,51,1,0,4574274
02/25/2022,07/10/2021,Central Region,Unvaccinated,349,10,2,3486200
02/25/2022,05/29/2021,Eastern Region,Partially Vaccinated,26,2,0,735030
02/25/2022,05/08/2021,Northern Region,Fully Vaccinated,60,2,1,3388269
02/25/2022,02/12/2022,Northwest Region,Fully Vaccinated,952,13,3,6085368
02/25/2022,05/08/2021,Eastern Region,Unvaccinated,943,43,7,4271853
02/25/2022,08/07/2021,Eastern Region,Unvaccinated,2761,81,24,3252147
02/25/2022,08/28/2021,Eastern Region,Fully Vaccinated,1085,20,13,4949191
02/25/2022,11/13/2021,Southwest Region,Fully Vaccinated,598,18,16,5497046
02/25/2022,03/20/2021,Central Region,Partially Vaccinated,139,11,5,942838
02/25/2022,12/25/2021,Northwest Region,Fully Vaccinated,1540,30,7,5854190
02/25/2022,06/19/2021,Eastern Region,Partially Vaccinated,10,1,1,528005
02/25/2022,10/16/2021,Central Region,Fully Vaccinated,469,16,6,5301431
02/25/2022,04/17/2021,Southwest Region,Partially Vaccinated,155,9,1,1261948
02/25/2022,01/15/2022,Eastern Region,Unvaccinated,24029,253,57,1901809
02/25/2022,05/29/2021,Central Region,Fully Vaccinated,23,2,2,4034017
02/25/2022,01/08/2022,Northwest Region,Unvaccinated,13212,132,60,1953145
02/25/2022,08/14/2021,Central Region,Partially Vaccinated,173,7,0,573471
02/25/2022,04/03/2021,Central Region,Fully Vaccinated,18,1,1,1791672
02/25/2022,10/23/2021,Northern Region,Partially Vaccinated,110,1,0,578547
02/25/2022,07/31/2021,Eastern Region,Fully Vaccinated,451,13,11,4750193
02/25/2022,02/05/2022,Southwest Region,Unvaccinated,8091,47,46,1819260
02/25/2022,12/04/2021,Northern Region,Unvaccinated,2456,37,7,2223981
02/25/2022,02/06/2021,Northwest Region,Partially Vaccinated,217,10,6,712509
02/25/2022,01/22/2022,Northern Region,Unvaccinated,13369,82,17,2159501
02/25/2022,09/11/2021,Eastern Region,Unvaccinated,4017,129,59,2935281
02/25/2022,04/10/2021,Eastern Region,Partially Vaccinated,242,16,6,1307499
02/25/2022,12/04/2021,Northwest Region,Unvaccinated,2686,73,42,2223981
02/25/2022,10/30/2021,Northwest Region,Fully Vaccinated,473,7,5,5397790
02/25/2022,04/17/2021,Central Region,Unvaccinated,1506,51,18,4883346
02/25/2022,08/28/2021,Northern Region,Fully Vaccinated,986,12,5,4949191
02/25/2022,03/20/2021,Eastern Region,Fully Vaccinated,19,2,0,1262880
02/25/2022,11/20/2021,Northern Region,Unvaccinated,1457,23,2,2344614
02/25/2022,02/19/2022,Central Region,Unvaccinated,1459,7,10,1715443
02/25/2022,10/16/2021,Northwest Region,Partially Vaccinated,158,3,0,573627
02/25/2022,01/08/2022,Central Region,Partially Vaccinated,1504,5,5,703698
02/25/2022,10/23/2021,Southwest Region,Fully Vaccinated,611,17,17,5340783
02/25/2022,10/23/2021,Northwest Region,Partially Vaccinated,124,4,1,578547
02/25/2022,07/03/2021,Eastern Region,Unvaccinated,295,15,1,3525710
02/25/2022,12/18/2021,Northern Region,Partially Vaccinated,749,10,1,666716
02/25/2022,06/26/2021,Eastern Region,Partially Vaccinated,4,0,0,479971
02/25/2022,01/23/2021,Southwest Region,Unvaccinated,4292,146,54,8050925
02/25/2022,04/10/2021,Northern Region,Partially Vaccinated,390,17,1,1307499
02/25/2022,04/24/2021,Southwest Region,Unvaccinated,1051,70,27,4625013
02/25/2022,03/20/2021,Northwest Region,Unvaccinated,1274,17,6,6384845
02/25/2022,01/30/2021,Eastern Region,Partially Vaccinated,228,15,9,637810
02/25/2022,05/08/2021,Northern Region,Unvaccinated,821,19,7,4271853
02/25/2022,07/31/2021,Eastern Region,Partially Vaccinated,117,2,0,513635
02/25/2022,04/24/2021,Eastern Region,Unvaccinated,1476,60,16,4625013
02/25/2022,07/24/2021,Northwest Region,Partially Vaccinated,35,0,0,488820
02/25/2022,02/20/2021,Northwest Region,Fully Vaccinated,8,0,0,554321
02/25/2022,04/03/2021,Southwest Region,Partially Vaccinated,95,11,3,1263428
02/25/2022,08/14/2021,Eastern Region,Fully Vaccinated,867,21,11,4835730
02/25/2022,01/22/2022,Central Region,Unvaccinated,12018,46,25,2159501
02/25/2022,01/22/2022,Northwest Region,Unvaccinated,10227,99,39,2159501
02/25/2022,08/07/2021,Central Region,Partially Vaccinated,124,3,0,548333
02/25/2022,12/25/2021,Central Region,Partially Vaccinated,550,5,1,681524
02/25/2022,06/12/2021,Northern Region,Unvaccinated,227,11,2,3678414
02/25/2022,03/20/2021,Eastern Region,Partially Vaccinated,131,14,4,942838
02/25/2022,06/12/2021,Eastern Region,Partially Vaccinated,11,0,1,591505
02/25/2022,02/05/2022,Eastern Region,Unvaccinated,3766,38,25,1819260
02/25/2022,10/30/2021,Central Region,Fully Vaccinated,390,9,5,5397790
02/25/2022,07/24/2021,Southwest Region,Unvaccinated,769,64,14,3390550
02/25/2022,05/08/2021,Central Region,Partially Vaccinated,63,4,2,930441
02/25/2022,05/29/2021,Northern Region,Unvaccinated,276,15,1,3821516
02/25/2022,06/26/2021,Northern Region,Partially Vaccinated,30,1,0,479971
02/25/2022,08/14/2021,Eastern Region,Unvaccinated,3603,101,53,3181362
02/25/2022,07/17/2021,Northern Region,Fully Vaccinated,286,3,0,4670305
02/25/2022,04/10/2021,Northern Region,Fully Vaccinated,49,1,0,2104799
02/25/2022,11/13/2021,Southwest Region,Unvaccinated,1763,63,45,2437440
02/25/2022,06/26/2021,Central Region,Partially Vaccinated,20,0,0,479971
02/25/2022,10/02/2021,Southwest Region,Fully Vaccinated,974,31,11,5215171
02/25/2022,02/20/2021,Southwest Region,Unvaccinated,1709,73,13,7401645
02/25/2022,02/13/2021,Eastern Region,Partially Vaccinated,242,14,7,689853
02/25/2022,11/20/2021,Eastern Region,Fully Vaccinated,423,11,5,5538926
02/25/2022,01/01/2022,Central Region,Fully Vaccinated,1450,20,17,5894741
02/25/2022,06/05/2021,Northern Region,Partially Vaccinated,34,1,1,686005
02/25/2022,12/11/2021,Eastern Region,Unvaccinated,1868,60,27,2162155
02/25/2022,09/18/2021,Central Region,Unvaccinated,3544,52,35,2881770
02/25/2022,02/20/2021,Central Region,Partially Vaccinated,92,9,7,634597
02/25/2022,11/20/2021,Northwest Region,Fully Vaccinated,668,20,17,5538926
02/25/2022,11/27/2021,Northern Region,Fully Vaccinated,756,12,1,5573636
02/25/2022,01/23/2021,Northern Region,Unvaccinated,5997,160,65,8050925
02/25/2022,03/06/2021,Eastern Region,Partially Vaccinated,90,12,3,673662
02/25/2022,12/18/2021,Eastern Region,Fully Vaccinated,1030,27,6,5818633
02/25/2022,11/20/2021,Northwest Region,Unvaccinated,1489,34,21,2344614
02/25/2022,03/27/2021,Eastern Region,Unvaccinated,2394,81,16,5923472
02/25/2022,07/31/2021,Northern Region,Partially Vaccinated,108,2,1,513635
02/25/2022,09/18/2021,Central Region,Fully Vaccinated,531,15,15,5122214
02/25/2022,11/27/2021,Southwest Region,Fully Vaccinated,604,22,14,5573636
02/25/2022,07/17/2021,Southwest Region,Unvaccinated,443,34,6,3442766
02/25/2022,01/01/2022,Central Region,Partially Vaccinated,1352,4,10,693466
02/25/2022,02/20/2021,Northwest Region,Unvaccinated,2284,51,17,7401645
02/25/2022,01/22/2022,Southwest Region,Partially Vaccinated,1253,6,3,686611
02/25/2022,02/20/2021,Eastern Region,Partially Vaccinated,191,14,5,634597
02/25/2022,10/02/2021,Northwest Region,Partially Vaccinated,255,14,1,575626
02/25/2022,06/12/2021,Southwest Region,Unvaccinated,180,19,2,3678414
02/25/2022,07/24/2021,Southwest Region,Partially Vaccinated,35,2,0,488820
02/25/2022,09/11/2021,Central Region,Fully Vaccinated,493,25,12,5063825
02/25/2022,06/12/2021,Northern Region,Fully Vaccinated,38,0,0,4320644
02/25/2022,12/25/2021,Southwest Region,Partially Vaccinated,284,6,2,681524
02/25/2022,02/27/2021,Central Region,Unvaccinated,1954,54,18,7227138
02/25/2022,02/05/2022,Southwest Region,Partially Vaccinated,788,9,2,708714
02/25/2022,07/10/2021,Eastern Region,Unvaccinated,494,25,6,3486200
02/25/2022,09/18/2021,Eastern Region,Unvaccinated,4043,96,58,2881770
02/25/2022,11/27/2021,Northern Region,Partially Vaccinated,117,0,0,729019
02/25/2022,11/06/2021,Northern Region,Fully Vaccinated,662,5,1,5452346
02/25/2022,08/07/2021,Central Region,Unvaccinated,1729,32,24,3252147
02/25/2022,07/24/2021,Northern Region,Partially Vaccinated,78,2,0,488820
02/25/2022,09/25/2021,Northwest Region,Unvaccinated,3300,66,38,2838178
02/25/2022,02/20/2021,Northern Region,Partially Vaccinated,91,11,5,634597
02/25/2022,10/30/2021,Southwest Region,Fully Vaccinated,541,19,9,5397790
02/25/2022,04/24/2021,Northern Region,Unvaccinated,1443,33,5,4625013
02/25/2022,12/04/2021,Southwest Region,Partially Vaccinated,191,11,5,686964
02/25/2022,11/13/2021,Eastern Region,Unvaccinated,1033,26,8,2437440
02/25/2022,12/11/2021,Northern Region,Unvaccinated,2469,42,6,2162155
02/25/2022,02/12/2022,Central Region,Unvaccinated,2503,22,14,1803338
02/25/2022,02/12/2022,Southwest Region,Partially Vaccinated,537,2,0,701857
02/25/2022,07/03/2021,Northern Region,Unvaccinated,172,4,0,3525710
02/25/2022,12/11/2021,Eastern Region,Fully Vaccinated,705,30,6,5765133
02/25/2022,03/20/2021,Northwest Region,Fully Vaccinated,16,1,0,1262880
02/25/2022,07/31/2021,Northwest Region,Unvaccinated,932,26,10,3326735
02/25/2022,08/21/2021,Eastern Region,Partially Vaccinated,351,7,4,586198
02/25/2022,11/27/2021,Eastern Region,Partially Vaccinated,125,3,0,729019
02/25/2022,06/12/2021,Southwest Region,Fully Vaccinated,26,3,0,4320644
02/25/2022,08/21/2021,Eastern Region,Unvaccinated,4068,121,51,3115752
02/25/2022,09/04/2021,Northwest Region,Unvaccinated,4017,102,50,2988376
02/25/2022,12/04/2021,Southwest Region,Unvaccinated,2949,97,58,2223981
02/25/2022,01/29/2022,Central Region,Fully Vaccinated,835,15,4,6033335
02/25/2022,09/04/2021,Northwest Region,Partially Vaccinated,263,6,6,591910
02/25/2022,03/27/2021,Southwest Region,Unvaccinated,1295,71,12,5923472
02/25/2022,01/23/2021,Central Region,Partially Vaccinated,227,8,11,448810
02/25/2022,04/17/2021,Eastern Region,Partially Vaccinated,201,12,5,1261948
02/25/2022,06/12/2021,Central Region,Partially Vaccinated,19,2,0,591505
02/25/2022,05/22/2021,Northwest Region,Fully Vaccinated,39,3,0,3881619
02/25/2022,04/10/2021,Eastern Region,Fully Vaccinated,45,6,1,2104799
02/25/2022,10/16/2021,Northwest Region,Fully Vaccinated,617,21,8,5301431
02/25/2022,05/29/2021,Northwest Region,Fully Vaccinated,23,4,0,4034017
02/25/2022,01/22/2022,Southwest Region,Unvaccinated,13280,64,49,2159501
02/25/2022,05/08/2021,Northwest Region,Fully Vaccinated,42,4,1,3388269
02/25/2022,01/30/2021,Central Region,Fully Vaccinated,2,0,0,154163
02/25/2022,07/10/2021,Eastern Region,Partially Vaccinated,17,0,0,481495
02/25/2022,02/27/2021,Central Region,Fully Vaccinated,9,1,1,782037
02/25/2022,02/06/2021,Northwest Region,Fully Vaccinated,1,0,0,247832
02/25/2022,10/09/2021,Northern Region,Unvaccinated,1379,35,11,2758088
02/25/2022,04/03/2021,Eastern Region,Fully Vaccinated,21,2,0,1791672
02/25/2022,01/30/2021,Northwest Region,Unvaccinated,3555,91,47,7798590
02/25/2022,01/15/2022,Northern Region,Unvaccinated,20710,149,31,1901809
02/25/2022,03/20/2021,Southwest Region,Unvaccinated,1209,64,28,6384845
02/25/2022,01/08/2022,Central Region,Fully Vaccinated,1285,28,11,5933720
02/25/2022,03/20/2021,Northern Region,Partially Vaccinated,158,10,1,942838
02/25/2022,09/04/2021,Eastern Region,Unvaccinated,4128,120,64,2988376
02/25/2022,12/04/2021,Northern Region,Fully Vaccinated,1280,17,12,5679618
02/25/2022,12/25/2021,Central Region,Unvaccinated,7317,35,51,2054849
02/25/2022,07/24/2021,Northwest Region,Unvaccinated,585,9,2,3390550
02/25/2022,02/06/2021,Northern Region,Unvaccinated,3955,75,25,7630222
02/25/2022,03/06/2021,Northern Region,Unvaccinated,2317,54,22,6962406
02/25/2022,12/04/2021,Eastern Region,Fully Vaccinated,786,24,4,5679618
02/25/2022,09/04/2021,Central Region,Partially Vaccinated,268,6,5,591910
02/25/2022,05/22/2021,Northwest Region,Unvaccinated,469,29,7,3943554
02/25/2022,06/26/2021,Central Region,Unvaccinated,193,11,5,3796106
02/25/2022,05/01/2021,Northern Region,Partially Vaccinated,228,6,1,1067596
02/25/2022,10/09/2021,Central Region,Unvaccinated,2197,51,26,2758088
02/25/2022,02/19/2022,Central Region,Fully Vaccinated,430,7,0,6157094
